257.3,345.04
396.5,426.33
577.52,371.08
276.41,523.25
410.44,461.7
88.169,441.71
594.92,532.89
10.037,1.913
288.89,563.4
265.66,291.98
310.51,289.49
96.091,71.689
141,268.18
229.37,642.53
194.58,573.25
481.95,450.57
348.99,88.189
183.29,542.24
-33.404,160.32
271.1,201.67
328.95,536.05
209.29,58.156
166.07,676.21
129.37,513.98
253.71,51.565
206.57,120.87
247.26,475.33
190.41,652.45
313.65,485.22
443.02,554.13
330.7,67.177
444.16,387.7
435.79,671.69
385.91,142.86
130.73,482.62
202.01,277.9
264.96,509.33
75.01,145.34
146.06,325.93
320.93,265.48
263.5,490.7
306.64,495.22
596.05,319.65
416.88,280.57
370.45,433.68
311.31,399.87
434.23,603.08
88.311,632.15
587.77,352.46
83.712,683.84
253.31,141.1
165.32,174.19
33.46,627.64
2.6398,414.31
422.07,493.65
372.24,429.84
434.58,337.98
184.85,321.39
370.45,457.09
417.63,215.38
238.3,216.8
147.84,286.97
42.791,112.37
449.87,619.74
285.87,163.31
225.4,497.12
-46.466,191.68
106.81,487.07
82.427,671.54
