114.16,117.58
133.31,133.65
113.16,187.23
160.07,171.76
69.932,171.84
85.598,83.166
166.79,78.192
117.3,96.718
116.27,101.07
238.69,169.85
135.03,80.261
122.7,52.947
139.83,175.67
162.26,204.93
97.915,150.94
145.75,89.26
87.183,68.831
146.01,165.19
148.31,53.546
140.1,57.103
82.04,74.96
175.75,115.74
142.55,52.63
229.1,165.73
202.27,224.15
57.235,140.3
200.87,183.81
113.84,97.73
143.18,205.89
241.25,134.14
91.013,72.045
159.11,152.68
206.87,114.43
109.12,92.465
247.23,145.68
80.975,87.12
146.19,110.52
112,76.598
240.7,144.13
208.38,123.53
221.68,202.57
144.34,202.95
202.05,213.52
188.87,62.774
222.81,134.33
92.94,183.32
233.66,144.74
161.97,177.28
138.62,153.77
174.19,235.83
220.87,177.09
133.21,164.89
67.044,155.06
92.174,182.67
62.061,114.33
210.97,112.66
166.94,71.791
137.3,203.57
133.21,51.318
206.57,127.24
165.05,139.39
188.69,76.986
155.43,143.07
194.83,114.78
184.36,222.17
174.94,90.255
120.42,83.668
122.33,162.29
166.97,137.09
205.19,119.55
232.06,199.54
121.97,117.6
179.94,204.1
143.68,97.959
116.99,190.44
119.44,72.398
105.24,104.87
242.59,190.1
161.62,205.7
227.57,164.44
78.148,127.83
86.425,141.3
239.5,195.34
78.914,128.47
56.919,120.46
111.92,173.14
236.25,133.87
239.17,142.84
179.47,77.083
176.82,217.15
85.571,90.976
194.98,108.38
237.05,199.81
136.65,131.23
167.93,156.17
148.18,92.597
83.941,194.04
175.04,99.474
221.03,130.23
155.66,226.81
