62,193
152,161
142,79
206,228
183,249
181,193
195,105
124,199
197,194
130,229
206,195
183,216
165,144
150,138
104,88
71,105
99,151
60,175
188,246
133,220
79,139
135,90
130,95
125,83
190,164
177,253
173,152
122,85
224,140
179,198
101,89
82,111
100,100
115,199
216,157
107,164
131,145
187,142
110,228
90,235
213,218
157,62
65,180
137,90
174,92
106,161
124,117
86,136
132,188
124,165
87,187
101,107
87,231
214,218
93,134
80,230
170,240
117,85
108,213
98,180
161,255
190,193
132,261
192,189
157,151
77,211
156,107
216,151
125,260
66,186
103,214
145,195
157,96
179,184
190,158
132,199
131,257
117,63
172,195
192,121
144,161
74,221
194,186
129,60
183,234
177,153
179,120
86,187
72,190
82,222
76,181
78,103
181,168
221,125
137,94
83,223
152,212
117,230
146,263
83,130
