186.61,548.92
685.53,457.79
496.95,387.02
587.83,864.75
194.56,260.83
290.83,507.8
51.996,646.87
927.1,291.12
754.99,730.48
762.43,481.94
110.43,342.53
665.82,257.44
494.23,113.45
529,691.41
774.22,-105.52
897.86,818.95
681.13,296.57
719.49,311.34
504.09,-34.869
173.58,963.37
627.33,400.22
536.01,728.23
677.76,474.45
645.55,476.59
630.69,488.39
309.07,75.486
631.39,-41.826
593.56,298.65
425.53,100.14
1007.2,592.94
481.84,424.44
450.76,491.09
353.6,107.17
572.18,245.77
900.24,188.09
44.43,485.74
291.29,883.29
904.87,253.44
409.3,675.39
217.94,746.1
525.78,214.77
783.47,267.83
792.14,98.668
862.62,687.04
754.01,34.859
26.424,556.15
963.33,609.95
766.11,512.53
231.62,181.36
84.723,374.24
796.72,289.62
66.558,195.68
539.95,756.6
-53.387,216.99
191.7,410.86
695.92,38.977
112.7,807.81
753.32,9.57
131.17,545.69
711.61,821.82
682.56,221.56
522.34,146.85
784.59,19.471
534.1,322.41
178.13,747.82
890.62,611.94
668.3,544.94
796.94,158.64
185.26,893.14
383.49,367.65
23.246,497.71
553.43,694.23
644.2,820.81
252.1,410.16
229.56,754.64
61.714,863.62
233.04,963.02
530.38,730.29
866.24,483.53
102.66,636.95
