85.534,212.77
159.16,151.92
121.72,78.281
232.82,196.41
218.39,224.01
197.36,172.07
180.42,84.586
145.85,197.2
212.73,167.53
161.75,223.34
221.53,165.4
207.1,193
165.56,131.49
149.42,130.99
89.089,99.735
63.893,127
105.94,160.65
77.498,196.54
222.06,219.48
161.49,213.86
83.04,156.21
118.9,91.012
115.91,97.421
107.11,87.855
195.9,141.74
214.12,229.82
175.82,136.28
104.98,90.76
219.64,107.56
197.19,177.45
86.612,101.7
76.282,128.87
89.434,112.38
137.39,200.28
217.93,126.27
117.9,170.13
133.96,144.06
185.55,122.09
142.61,229.24
126.21,242.66
235.98,184.62
130,57.176
83.907,199.53
120.78,90.328
156.24,79.553
115.94,167.65
117.8,120.15
88.591,151
149.6,184.13
134.22,165.25
106.97,198.58
92.768,118.62
122.02,239.93
236.92,184.27
94.485,146.72
115.1,241.38
203.1,220
100.28,92.47
135.6,215.83
114.92,188.24
199.77,237.17
205.81,168.99
174.57,252.73
206.33,164.55
160.44,140.81
105.79,224.55
144.45,99.805
215.88,120.63
167.65,254.18
86.898,204.82
131.24,218.48
164.21,186.26
141.63,89.126
192.4,164.29
193.84,136.1
153.36,194.46
172.26,249.31
92.754,71.797
189.58,177.03
183.07,100.65
151.64,154.65
106.39,234.98
207.18,161.04
103,64.874
213.26,209.91
179.92,135.85
170.51,104.15
106.03,198.92
93.905,206.53
114.25,233.18
94.585,196.7
69.787,122.72
188.81,148.58
211.69,94.488
122.15,94.087
115.53,233.78
176.6,199.84
149.87,228.73
188.41,249.82
83.72,146.38
