137,114
137,139
83,158
125,184
67,115
145,70
201,129
155,103
151,105
177,243
179,106
192,79
109,171
101,207
101,123
179,120
157,62
121,169
208,99
200,95
149,62
178,160
205,94
174,233
112,250
83,85
142,223
152,101
88,193
206,222
157,67
139,171
199,183
153,94
201,234
139,69
163,134
167,86
198,228
193,190
141,251
91,192
120,243
227,136
194,208
73,140
193,223
122,189
125,156
85,236
160,234
113,159
78,102
73,139
106,72
203,185
206,125
86,187
200,86
189,191
153,167
216,145
144,162
191,174
102,235
197,143
167,97
108,149
156,167
194,185
150,257
142,120
113,220
171,124
83,163
175,89
141,99
164,259
100,207
174,231
106,93
101,108
158,260
106,94
98,72
93,148
203,218
198,226
210,138
101,226
139,75
196,170
153,261
141,140
142,180
178,124
59,140
190,149
196,204
80,216
