354.53,650.18
476.12,411.18
241.19,449.87
297.97,38.651
452.27,638.02
13.049,366.89
36.821,438.05
159.64,614.7
190.31,301.31
120.67,288.35
6.7648,206.36
465.25,615.21
-84.074,135.14
74.937,478.45
169.3,30.145
327.76,260.86
121.56,401.89
296.78,365.78
553.03,447.04
366.89,245.56
524.36,567.09
52.171,50.428
240.92,139.23
427.39,294.83
116.63,476.05
90.629,381.22
322.93,83.839
156.3,561.65
87.758,496.14
440.65,351.73
-2.5354,248.06
403.9,303.39
120.31,494.93
228.81,483.11
291.87,220.72
444.9,553.44
34.475,16.43
471.25,684.32
287.68,206.28
49.707,99.213
325.59,123.31
506.82,480.89
480.66,148.81
297.64,663.44
116.62,440.94
252.96,406.21
80.997,457.09
295.09,709.07
323.77,33.517
174.36,678.52
276.48,491.3
319.06,590.73
-63.55,203.22
507.6,544.45
250.49,721.04
154.09,619.91
275.1,440.72
559.06,320.34
212.72,90.963
411.82,523.98
563.07,316.75
123.31,547.05
72.45,155.85
235.31,524.37
444.26,437.68
149.83,660.84
507.75,468.84
370.37,176.18
404.01,87.318
10.71,547.59
